date,Tv,Tamb,HR,qc,Tc_in,Ce_cc,Ce,Tcond,Tdc_in,Twct_in,Tc_out,Cw,mv,Tdc_out,Twct_out,wdc,wwct,qdc,qwct,Rp,Rs,Qreleased,Qabsorbed,Qtransferred_option_1,Qtransferred_option_2,Qtransferred_option_3,Qtransferred_option_4,Qtransferred_option_5,Qtransferred_option_6,Qtransferred_option_7
02-Dec-2024,43.3244585138288,20.9233329223592,42.056076841053,17.9985515828058,30.4980673108965,1.94723873182236,3.26142967184417,42.8714095301568,40.0869376874378,40.1063312229258,39.9896034655118,95.0307064978341,303.464303911118,30.4785071642785,29.9736421192936,59.5066639786738,24.6752370543154,11.7788975674775,6.03689183938687,0.346,0,202.144133332147,198.293521752915,166.373223571248,304.024594761569,178.053258661067,250.033088210356,187.296808957917,136.35753046375,119.725024604184
02-Dec-2024,42.86982011992,20.4866866755496,52.0559261159227,17.9991543637575,29.8986009327113,0.595016466262228,2.01512058487096,42.3219187208526,39.6237841439042,39.6536975349768,39.5083277814792,162.426334576949,310.063340308731,29.18254497002,30.0970019986676,34.7015310459693,30.1141615589607,6.65028636242505,11.1496549633578,0.631,0,206.633807463939,200.77312790223,167.23447226981,303.887403842767,178.866884463004,252.533100229408,189.169538190982,138.698339626849,120.854514525085
19-Apr-2024,43.9,16.44,51.5,24,33.19,0.32,4.36,43.26,40.8,38.95,40.7,206.19,333.4,33.33,33,16,31.5,6.07,23.72,0.747,0.954,221.957053718244,209.201967711962,172.342256005804,297.035023383695,183.690735010034,220.605447444316,165.252913687536,125.739895144432,119.462571710615
19-Apr-2024,43.64,16.8,50.74,24,33.16,0.36,4.76,42.89,40.62,37.54,40.52,156.95,331.4,35.93,32.99,25,26.69,15.23,23.72,0.365,0.982,220.683015047123,205.023971967491,167.991006838335,292.65596347561,179.442931245246,215.555309519119,161.469915505347,122.918056948668,116.711260004196
10-Jan-2025,43.0823670531784,20.5224580567773,22.6894544582167,23.6539352259096,35.0361055577769,0.170597331329221,5.01770733132922,42.4564574170332,40.1962015193921,39.0725309876051,40.1031987205121,148.312381127549,219.734941770145,38.8611755297882,34.8831667333067,11,22.4186342662934,23.4366850059976,23.3362507796882,0.009,0.986,146.4056380215,139.114222093634,139.165482123786,275.010397238309,151.820161575898,180.974035163278,135.56549468286,99.1517512070777,98.1704814713802
10-Jan-2025,42.8584950029395,21.2048453850676,22.0891502057613,24.0010310405644,35.0378600823047,0.183182196747768,3.97432011100909,42.3427983539093,40.1906525573191,39.143445032334,40.0790123456794,153.522504056437,193.777818538674,38.9455614344504,30.9810111699001,11,24.0733610817166,23.7947254556144,12.2164753674309,0.009,0.505,129.139748149091,140.432956744306,133.778931366012,265.095575245666,146.085239364127,172.922654659304,129.534301424023,95.2662584076107,94.4415712336359
13-Jan-2025,44.3602708803611,12.1648531763947,48.7142822960335,24.0022209287326,37.2289584005162,0.271859,3.8933801939504,43.8489841986453,42.0618510158016,21.9251854240569,41.9747500806193,0,214.037280746988,36.9737826507579,15.0012899064818,30,0,23.7983129958078,0.000539735467591099,0.008,0,142.427062219231,132.208377262328,120.656198149385,248.032123106936,132.095506718831,153.785945417637,115.199220413048,80.1159991685777,84.7896996295039
13-Jan-2025,44.0686462707453,13.3964379324135,42.6541568686262,23.997974685063,37.1502699460102,0.130717974203593,4.3620983932364,43.6824635072979,31.3640871825634,41.9025394921025,41.754589082183,169.605004079184,200.976602535661,25.4853029394121,36.9752249550093,0,21.3482242151569,0.000956839641071785,23.7088382523495,1,0,133.775165931535,128.244658494951,116.724999861622,242.447283600229,128.060027246329,149.187819714749,111.754819203982,77.8956131576721,82.2203174713854
